customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
C00023,12.0,Male,West,High School,Business,55789.48017845059,6376.399661145168,Education,627.2133165092574,Good,51.0,0.8612333216898245,2021-11-20,0
C00024,140.0,Male,East,Master,Unemployed,32560.796761486847,20419.87125201085,Home,766.5446122726141,Good,39.0,0.7574413119173269,2020-08-14,0
C00025,160.0,Female,South,Bachelor,Salaried,108508.09906042824,35053.21726019485,Personal,733.9454592546587,Fair,53.0,0.7298189703638966,2016-08-07,0
C00026,180.0,Female,North,Bachelor,Student,76850.73820398266,19361.66511273705,Business,616.5591657018153,Good,45.0,0.741235104172716,2015-07-31,0
C00027,38.0,Female,South,High School,Salaried,24694.155022251594,22195.156161626852,Business,794.2966381799968,Poor,46.0,0.15743725332698644,2016-03-22,0
C00028,50.0,Female,West,Bachelor,Student,95666.15329297795,21971.708439844657,Auto,683.5201486180009,Poor,,0.9414567217653352,2021-08-13,1
C00029,29.0,Male,East,High School,Salaried,81463.71384326112,30613.443717528316,Home,814.4726732046304,Good,41.0,0.8298096769244501,2020-10-07,0
C00030,39.0,Female,West,PhD,Self-Employed,94857.36425550152,22012.249310209612,Personal,672.738669071248,Fair,49.0,0.5317434160488647,2015-11-12,1
C00031,61.0,Male,South,Master,Salaried,51034.86177904375,44685.84893662669,Personal,607.8552605367023,Fair,57.0,0.711490264239313,2015-05-03,0
C00032,42.0,Female,North,High School,Salaried,54524.3603789926,22312.76335761543,Business,592.4347517484945,Good,57.0,0.7283685874260556,2022-03-24,0
C00033,66.0,Male,North,Bachelor,Business,44683.82360277372,15642.47220772504,Business,623.3192408950296,Good,36.0,0.8053174917250102,2016-01-14,1
C00034,44.0,Female,South,High School,Business,117929.53849974432,35119.46830869487,Business,607.1528793477751,Good,38.0,0.31706797091137484,2019-11-12,0
C00035,59.0,Male,East,Bachelor,Student,52475.23507975141,17893.13862296284,Personal,745.354141771902,Poor,57.0,0.4162448160114899,2020-04-23,0
C00036,45.0,Male,West,Master,Self-Employed,41119.70475750767,14003.985511133225,Business,647.8269316587312,Fair,51.0,0.7797325068152691,2020-07-02,0
C00037,33.0,Female,South,Bachelor,Self-Employed,48826.17364704949,8115.727910411877,Personal,528.9482995578193,Good,58.0,0.753636302485033,2022-06-13,0
C00038,32.0,Male,South,Bachelor,Salaried,56871.01915060314,24787.591059248105,Auto,665.9753236903766,Good,42.0,0.5442230248241674,2019-08-03,1
C00039,64.0,Female,South,High School,Student,103898.84310167022,15425.396807677906,Home,659.4134782332715,Good,58.0,0.43677454303313734,2023-02-12,0
C00040,68.0,Male,South,Master,Self-Employed,71920.97870325603,12226.456253590353,Business,614.8544284123242,Fair,59.0,0.9231761852709259,2021-12-28,1
C00041,61.0,Male,North,Bachelor,Business,95838.7674342267,14341.86878382539,Personal,670.0694016488203,Good,32.0,0.452768182054909,2018-08-28,0
C00042,72.0,Male,North,Bachelor,Salaried,72132.60013720788,16366.79540694384,Auto,646.6917925153327,Fair,55.0,0.7493878616518482,2022-06-03,0
C00043,69.0,Male,North,High School,Self-Employed,60494.10737458772,28327.147219303268,Education,697.5324025532425,Good,47.0,0.45074601012396043,2016-02-08,0
C00044,74.0,Female,North,Bachelor,Unemployed,38937.18657171029,24835.358739356678,Auto,,Good,49.0,0.363360739140016,2017-09-09,1
C00045,20.0,Male,North,nan,Salaried,104850.71182668163,18554.597795516074,Home,677.3677142299304,Good,41.0,0.6448472403617131,2016-07-14,0
C00046,54.0,Female,North,Bachelor,Salaried,89774.04030981632,25608.391980881996,Auto,552.5858072172451,Good,51.0,0.7864734937625639,2022-06-27,1
C00047,68.0,Female,East,Bachelor,Salaried,92048.7044428312,18936.59381943159,Business,808.9262546106734,Fair,42.0,0.9341708815454829,2021-04-21,0
C00048,24.0,Male,South,Bachelor,Business,88129.1073221153,22065.66612504947,Business,533.3010722500767,Fair,57.0,0.22656847804694005,2015-10-28,1
C00049,38.0,Female,nan,Master,Salaried,47247.13738288255,13330.597657965085,Education,640.3468117388683,nan,49.0,0.8446973000402976,2019-03-07,0
C00050,26.0,Female,North,Bachelor,Salaried,71625.18173087643,13422.960140320687,Personal,567.9174986488398,Fair,53.0,0.5455206433333306,2018-05-12,0
C00051,56.0,Female,South,High School,Salaried,92171.57915186454,21513.475675130714,Auto,679.7253621245094,Good,44.0,0.19158110603292766,2018-04-01,0
C00052,35.0,Male,South,Bachelor,Self-Employed,88608.42136991775,21535.90256344756,Education,660.3804293605481,Poor,40.0,0.7752218262902961,2023-01-14,0
C00053,21.0,Male,North,Bachelor,Salaried,68914.78763466144,30111.808267879074,Business,637.3425436534843,Fair,48.0,0.38181275961748895,2018-10-31,0
C00054,42.0,Female,West,Master,Salaried,114374.67058852295,24993.246142274766,Personal,763.832958795339,Good,45.0,0.8380123360748164,2021-01-11,0
C00055,31.0,Female,North,Master,Student,78324.43414746186,15080.533215801985,Personal,733.1371937882838,Good,46.0,0.23413159166498648,2021-06-08,0
C00056,67.0,Female,West,Bachelor,Student,98049.80008006841,7199.270926531415,Home,625.4663492681352,Poor,41.0,0.7044279316559422,2015-09-02,0
C00057,26.0,Male,West,High School,Salaried,,28825.908260792254,Business,710.3100981437191,Fair,54.0,0.3556768212041961,2021-05-24,0
C00058,43.0,Female,East,nan,Business,55708.474157892204,23316.71100858596,Personal,767.351019337884,Fair,33.0,0.3187464249900149,2017-11-18,0
C00059,70.0,Male,East,Bachelor,Self-Employed,89229.5746840567,29692.227991928256,Home,732.6008779657222,Good,55.0,0.14272113876113707,2015-07-18,0
C00060,19.0,Female,East,Bachelor,Salaried,83337.96156178041,24587.62795974174,Home,639.7836060899372,Fair,48.0,0.5096223755497051,2020-06-22,0
C00061,37.0,Male,South,Bachelor,Salaried,,38049.62523081355,Business,530.7274323927862,Good,48.0,0.43277705726908666,2020-10-01,0
C00062,45.0,Female,East,Bachelor,Self-Employed,43846.67728627255,17836.20161821766,Personal,674.3485928689895,Good,40.0,0.15243680348595554,2018-01-21,0
C00063,64.0,Male,North,High School,Salaried,90274.02964652891,20414.082674733098,Personal,700.1457751545493,Fair,44.0,0.29264591280020924,2021-10-23,1
C00064,24.0,Male,North,Master,Salaried,45163.463259221055,27904.70731834924,Auto,592.278732478736,Fair,54.0,0.5141810699739194,2015-10-26,0
C00065,61.0,Female,South,Master,Business,84433.91073962794,28630.158032378695,Personal,651.6908950293531,Good,49.0,0.7870306935408027,2018-02-09,0
C00066,25.0,Male,East,Bachelor,Self-Employed,37575.35769778256,23270.959553925994,Home,643.7834143425481,Good,45.0,0.8900307009997108,2019-01-11,0
C00067,64.0,Male,West,Bachelor,Self-Employed,43823.829520784675,4089.056998811804,Education,754.0782976853932,Good,48.0,0.5380323470060584,2018-01-19,0
C00068,52.0,Male,North,High School,Salaried,72302.26044962149,2320.3439418798225,Business,789.0362131692567,Good,45.0,0.44281072727955684,2017-09-09,0
C00069,31.0,Female,West,High School,Self-Employed,79474.13982710653,16140.506401033883,Education,738.1410852725526,Good,44.0,0.9115412622285997,2018-08-02,0
C00070,34.0,Female,North,Bachelor,Salaried,70417.18953679982,20218.150505560032,Personal,643.5833237617917,Good,46.0,0.9184330353998309,2020-09-21,0
C00071,53.0,Male,South,Bachelor,Self-Employed,51820.99411758993,1320.1497827950843,Home,736.0787185210862,Good,40.0,0.26185048842904846,2018-05-24,0
C00072,67.0,Female,South,nan,Business,92830.25812610544,19701.907877335718,Education,698.6591154372702,Fair,36.0,0.5517370091450426,2022-11-03,1
C00073,57.0,Female,South,Master,Business,68470.61892853347,26511.87118902724,Business,644.3825317713695,Good,53.0,0.7977735687974831,2017-09-02,0
C00074,21.0,Male,North,Bachelor,Salaried,69834.38026419665,19408.002783454307,Auto,806.9292716752475,Good,49.0,0.7989201473761753,2018-01-15,1
C00075,19.0,Female,East,Bachelor,Self-Employed,61062.15030524787,22951.26552865291,Education,594.6486170088125,Poor,40.0,0.6822318239355621,2019-12-28,1
C00076,23.0,Female,West,High School,Unemployed,46932.1782903554,25878.175644577088,Auto,695.2931731707157,Fair,49.0,0.5007485792910452,2018-02-15,0
C00077,71.0,Female,South,nan,Self-Employed,93166.91698575323,3987.3187351443503,Personal,712.9670484165442,Good,55.0,0.44310801982792103,2020-08-28,0
C00078,59.0,Male,South,Bachelor,Salaried,48932.1169472434,26525.81820889264,Personal,628.43758703572,Good,40.0,0.7854503440728291,2015-02-21,0
C00079,21.0,Female,West,High School,Self-Employed,107435.30566096462,12664.662553531307,Business,691.9353640909507,Fair,32.0,0.29186469942924587,2022-08-30,0
C00080,71.0,Female,East,Bachelor,Salaried,44375.4464582091,17618.937575093347,Auto,720.9122937665859,Good,54.0,0.46416540541101337,2019-03-10,1
C00081,46.0,Male,South,Master,Unemployed,73073.30537095858,13389.081505041477,Auto,668.3475815395935,Fair,44.0,0.5818349932671303,2020-02-03,0
C00082,35.0,Male,South,Master,Self-Employed,66738.69591757114,30738.8641614807,Business,685.4371672507086,Good,40.0,0.8070163320967636,2021-12-27,0
C00083,43.0,Male,West,High School,Salaried,62184.49873177175,8275.804373280913,Education,657.9073342211766,nan,46.0,0.41777260723816023,2017-06-08,1
C00084,61.0,Male,East,Master,Salaried,82048.07508043482,33813.452682112074,Business,709.8140083645033,Fair,57.0,0.5663573990904014,2021-11-27,0
C00085,51.0,Female,North,High School,Salaried,84744.64364656415,43918.27719642015,Personal,632.8265998104646,Good,45.0,0.33728926153685995,2021-07-24,0
C00086,27.0,Male,South,High School,Unemployed,78399.11023106247,4488.799261244034,Auto,626.6151662455359,Good,49.0,0.8113757741199854,2020-12-05,0
C00087,53.0,Male,West,Master,Salaried,38402.87720800241,14139.466355040033,Home,,Good,46.0,0.7677100516837492,2022-05-23,1
C00088,31.0,Female,North,Master,Self-Employed,35717.385111376454,26124.477252166005,Home,738.7751655648732,Good,48.0,0.7970835174246094,2021-01-22,0
C00089,48.0,Male,nan,Bachelor,Unemployed,34213.29573928288,10065.501579672919,Personal,518.9477638496762,Good,55.0,0.14885484180055833,2020-12-28,0
C00090,65.0,Female,North,Bachelor,Salaried,58897.8590360362,17281.25168090546,Auto,581.7973012466887,Good,50.0,0.5138634140102604,2016-05-22,0
C00091,32.0,Male,West,Master,Salaried,117883.5804790546,21758.772619191346,Auto,820.6827536214081,Good,56.0,0.21546639646039456,2015-01-28,0
C00092,25.0,Male,South,Master,Self-Employed,63770.65539323618,12871.789851557656,Business,670.6391312580724,Fair,56.0,0.6726963755123168,2018-04-12,0
C00093,31.0,Male,South,Master,Self-Employed,117522.9034808728,20819.831387371894,Education,619.4722964777974,Good,44.0,0.36468228965661487,2017-03-24,0
C00094,40.0,Male,West,Bachelor,Salaried,64164.89547492804,29487.362744277314,Business,709.6138876616216,Fair,34.0,0.7583897980285574,2020-02-16,0
C00095,74.0,Male,South,nan,Salaried,68999.70794729675,19216.848897038322,Home,591.122974984848,Fair,55.0,0.15539186907843694,2021-01-11,0
C00096,57.0,Female,East,nan,Self-Employed,79894.29991526756,9613.455864719213,Auto,492.29083158537594,Poor,42.0,0.5362714713122189,2021-09-23,0
C00097,38.0,Female,North,High School,Unemployed,57724.51706892372,31648.86628539043,Education,676.6099960810542,Fair,43.0,0.20511538399827006,2017-01-27,1
C00098,33.0,Male,North,Master,Salaried,70682.22207113658,33890.34675548198,Business,595.1912124466378,Poor,45.0,0.5742142361720474,2017-12-21,0
C00099,62.0,Female,North,Bachelor,Salaried,22428.7359761017,23685.796987868984,Education,,nan,40.0,0.6162487541136793,2015-07-15,1
C00100,35.0,Female,East,Bachelor,Salaried,42772.23209832494,10182.0764972713,Home,674.7050592378852,Good,61.0,0.49282199484567835,2022-03-16,0
C00101,64.0,Female,North,Bachelor,Business,1500000.0,11222.72736313201,Education,660.6587127174333,Good,49.0,0.33769962400415376,2015-03-31,0
C00102,70.0,Male,North,High School,Salaried,2000000.0,1000.0,Auto,521.8253440916013,Good,54.0,0.12747867986821043,2016-10-01,1
C00103,41.0,Male,South,Bachelor,Unemployed,5000000.0,14078.72524758647,Education,651.9710631940557,Good,57.0,0.6627970071686596,2016-01-31,0
C00104,43.0,Male,East,Master,Salaried,1500000.0,30655.79444485567,Education,683.3451456023305,Good,49.0,0.8398756117858867,2019-01-24,1
C00105,42.0,Female,East,High School,Unemployed,2000000.0,13160.316825539461,Business,544.9955552581816,Fair,37.0,0.7236006045910134,2021-02-05,1
C00106,62.0,Female,North,Bachelor,Self-Employed,5000000.0,10440.673790948895,Education,536.0619830865099,Good,32.0,0.8590653096747618,2022-06-05,0
C00107,58.0,Male,North,PhD,Self-Employed,1500000.0,30228.844165689872,Education,569.8231560609203,Good,48.0,0.8900757677605167,2017-11-28,0
C00108,46.0,Male,West,Bachelor,Salaried,2000000.0,31512.796886275028,Home,706.0073554070177,Good,45.0,0.4821144954764921,2022-03-15,1
C00109,32.0,Female,South,Bachelor,Business,5000000.0,14638.688359936777,Education,500.1263190134322,Poor,46.0,0.693292661326977,2015-03-18,0
C00110,62.0,Female,West,Bachelor,Salaried,2500000.0,25094.489674107,Business,712.2330388358265,Good,46.0,0.4377719367998788,2017-03-02,0
C00111,18.0,nan,West,Bachelor,Salaried,3000000.0,11322.47935312571,Business,679.4041811217672,Poor,41.0,0.88161130351463,2022-10-31,0
C00112,42.0,Female,West,Bachelor,Salaried,77709.12610333753,16573.6785698981,Auto,630.6873537101064,Good,37.0,0.5785269296736283,2022-09-24,0
C00113,24.0,Male,North,Master,Unemployed,32108.32517697761,1798.89692187342,Home,538.9527753199691,Fair,58.0,0.7395825074373926,2020-05-03,1
C00114,26.0,Female,West,Bachelor,Business,40702.542238987204,23601.021460727723,Personal,590.2649341331586,Good,41.0,0.1123404953086571,2015-11-19,0
C00115,41.0,Female,West,Master,Self-Employed,27791.864662036554,18970.86470236748,Auto,,Good,47.0,0.5892168422734149,2016-10-27,0
C00116,18.0,Male,East,Bachelor,Self-Employed,61770.7559208879,13280.72675408447,Education,744.2543901382521,nan,41.0,0.7306924351034407,2019-04-02,0
C00117,61.0,Female,South,Bachelor,Salaried,58069.082536330505,19079.69966410657,Home,572.6477886769052,Good,39.0,0.31845524937734493,2016-07-03,0
C00118,25.0,Female,South,Bachelor,Business,61584.73366330996,17849.49042587356,Auto,735.6397632712834,Good,54.0,0.1122178738953875,2017-12-16,1
C00119,41.0,Male,North,Master,Business,38164.47644302706,11727.539412079359,Business,701.4406424531096,Good,36.0,0.7320878507484145,2020-02-29,0
C00120,28.0,Female,East,Bachelor,Self-Employed,35659.897508345515,23985.507704669515,Home,649.4872101676411,Fair,43.0,0.38737294712957493,2019-01-26,0
C00121,68.0,Female,East,High School,Self-Employed,67352.88533748077,17020.508171335376,Home,594.6608652769698,nan,41.0,0.46447116644431774,2017-12-31,0
C00122,34.0,Female,South,High School,Student,77110.27203005532,18657.197330890736,Education,606.3957484040008,Fair,48.0,0.577744551856956,2021-06-25,0
C00123,25.0,Male,South,High School,Unemployed,35378.99848812453,5393.386344400453,Home,786.7191962115725,Good,56.0,0.19371349099034268,2018-07-26,0
C00124,52.0,Male,South,High School,Self-Employed,76842.87566347315,18743.824205739078,Home,663.3831360659793,Good,37.0,0.18801976600934656,2017-11-01,0
C00125,52.0,Female,East,Bachelor,Salaried,88669.23865017336,18206.700331173302,Personal,749.7401256508182,Good,38.0,0.9167483819985964,2015-12-25,0
C00126,50.0,Male,West,High School,Self-Employed,15000.0,11743.859196985946,Education,668.1168487466106,Fair,33.0,0.3880620304531496,2022-09-11,0
C00127,22.0,Female,North,Master,Self-Employed,104392.04743063232,25315.43744504293,Home,616.0476555806425,Good,44.0,0.31719611918760027,2020-07-24,0
C00128,59.0,Female,South,High School,Salaried,82555.10784806531,1000.0,Home,693.8067635326352,Fair,41.0,0.14057740182120593,2016-03-07,0
C00129,56.0,Male,North,Bachelor,Salaried,88903.22603233144,15178.016228608194,Personal,811.837630405992,Good,51.0,0.2478394098186415,2015-10-28,0
C00130,58.0,Female,East,Bachelor,Salaried,39477.95745021226,23099.544273467764,Personal,601.6912504635427,Good,45.0,0.46626082286523896,2020-10-23,0
C00131,45.0,Female,East,High School,Self-Employed,84678.72624741342,40985.09119579856,Business,718.5401677585514,Good,39.0,0.3907623249187766,2023-01-01,1
C00132,24.0,Male,West,Master,Salaried,87551.90611079411,6343.270650014547,Education,664.2881736715719,Good,44.0,0.46089448517708065,2015-08-31,1
C00133,26.0,Female,South,High School,Salaried,48711.33557559461,20886.274627684008,Personal,541.2861487720766,Fair,49.0,0.6983232545494698,2018-08-15,0
C00134,25.0,Female,nan,Bachelor,Business,84496.86321076984,25479.02793000147,Home,539.6094617870062,Good,,0.6455210684427661,2015-10-08,0
C00135,29.0,Female,North,Master,Self-Employed,61546.00942840067,20633.47927645112,Personal,616.101218979609,Good,50.0,0.5191801075165997,2016-06-10,0
C00136,51.0,Female,East,Bachelor,Salaried,49562.30512742154,7676.564076692288,Auto,676.061643810569,Good,48.0,0.7925982709441833,2016-06-05,0
C00137,50.0,Male,North,High School,Salaried,60088.812723857234,15163.274001463848,Business,715.8779727266385,Good,48.0,0.8287258683241842,2018-11-28,0
C00138,65.0,Female,West,Bachelor,Unemployed,69206.82453297981,1000.0,Business,532.1815209514074,Good,35.0,0.6021907729939538,2021-05-08,0
C00139,72.0,Female,East,Master,Business,57434.92441427696,20038.659348320998,Education,698.9523140117852,Fair,39.0,0.19993536990502045,2021-08-25,0
C00140,40.0,Female,East,nan,Salaried,45205.346600855526,5841.0726293356,Business,641.1214808352346,Good,44.0,0.4452523296909786,2015-08-01,1
C00141,41.0,Female,West,Master,Unemployed,74823.85157933603,24556.60940960781,Education,650.2485336149412,Good,48.0,0.639293958164978,2020-01-23,0
C00142,54.0,Male,North,Bachelor,Salaried,78994.46236966562,13465.77621251765,Auto,694.1458884524634,Fair,48.0,0.15342335936390453,2017-12-05,0
C00143,52.0,Female,North,nan,Student,68650.52792611097,12524.851764999083,Home,780.9578990087992,Fair,55.0,0.11692055237886138,2022-05-07,0
C00144,61.0,Male,West,High School,Salaried,24561.136726741795,21665.50257603408,Auto,672.7731350304573,Good,46.0,0.9060842486204823,2021-12-26,0
C00145,57.0,Male,South,High School,Salaried,50385.21385862447,22602.56563623652,Education,548.2447262968219,Poor,52.0,0.720554962244098,2020-12-16,0
C00146,39.0,Male,North,Master,Salaried,43897.74847512189,28712.843018855587,Education,635.9680615303082,nan,42.0,0.2301416555179178,2019-12-22,0
C00147,44.0,Female,South,High School,Salaried,108277.45900265055,17386.380832068855,Education,713.9100517359861,Good,48.0,0.47835749981640696,2015-02-15,1
C00148,52.0,Female,East,High School,Self-Employed,67947.35181908356,18942.18535121854,Home,716.378254768741,Fair,40.0,0.26452367828891377,2017-08-12,0
C00149,18.0,Female,North,High School,Business,57994.29544753108,6136.759192215921,Education,699.936828056773,Good,54.0,0.10874259121976039,2021-11-14,1
C00150,52.0,Female,South,Bachelor,Business,,34483.99423251863,Auto,611.7476633495698,Good,46.0,0.4329391604164443,2016-03-20,1
C00151,54.0,Female,North,Master,Salaried,61878.602322312356,10655.595429797253,Home,547.4131026787029,Good,40.0,0.6511270259131151,2017-09-05,0
C00152,64.0,Female,South,Bachelor,Salaried,83788.33552883318,27248.346986695466,Auto,694.2130816867947,Fair,60.0,0.9110094987034403,2022-09-24,0
C00153,31.0,Female,West,High School,Salaried,19252.403470915116,27321.872924638225,Home,558.9322355301551,Fair,38.0,0.7543595111210047,2016-07-06,1
C00154,20.0,Male,nan,Bachelor,Salaried,70754.13305017998,23999.026547279766,Education,701.9758262318887,Good,40.0,0.29561746769067554,2018-03-12,0
C00155,18.0,Male,East,PhD,Self-Employed,52385.111031273875,17626.096260735136,Home,701.9967019020976,Good,49.0,0.38578010434061405,2022-02-16,0
C00156,22.0,Female,North,Master,Salaried,75766.75298376754,16372.642318110715,Personal,614.9230297451727,Good,32.0,0.5424934352791071,2016-10-02,0
C00157,43.0,Female,West,Bachelor,Business,84977.5366005472,19359.23682659984,Auto,,Good,47.0,0.26258197782361425,2015-04-21,0
C00158,72.0,Male,East,nan,Self-Employed,47611.99624491487,1000.0,Personal,664.9008400339665,Poor,43.0,0.8080039502444611,2015-08-13,0
C00159,31.0,Male,North,Master,Salaried,30769.949997887714,19739.009636986742,Personal,603.8888995009169,Good,49.0,0.2427701759181567,2018-02-14,0
C00160,56.0,Female,West,High School,Self-Employed,57389.976497037474,34857.5093966304,Education,546.373997441746,Good,49.0,0.34647708820709655,2021-10-01,0
C00161,44.0,Male,West,High School,Salaried,97176.70445952931,17741.485111277638,Education,647.0585542214822,Good,49.0,0.5909605660394139,2016-01-23,0
C00162,26.0,Female,East,High School,Salaried,85891.43127955678,19672.598332304504,Personal,654.8774457859884,Poor,41.0,0.2047404267468107,2022-12-06,0
C00163,32.0,Female,East,Master,Business,55559.42946006739,9758.824602293758,Home,752.0785522739789,Fair,54.0,0.6309227002092292,2021-10-06,0
C00164,32.0,Male,North,High School,Self-Employed,49129.0218927769,21856.87308842274,Education,591.3505946279106,Good,39.0,0.9025914218571386,2017-08-07,1
C00165,43.0,Male,North,Bachelor,Salaried,51016.26300489207,12220.308363803368,Auto,730.1372130335833,Good,38.0,0.6878054898284293,2018-08-14,1
C00166,59.0,Female,East,High School,Business,32559.36157047936,28498.565017378234,Personal,563.9697890805173,Good,38.0,0.7908669029279497,2019-04-30,1
C00167,30.0,Female,North,PhD,Salaried,84619.35076317271,31413.282628968904,Auto,549.1548350225922,nan,55.0,0.4727202327737795,2019-06-25,0
C00168,68.0,Female,South,Bachelor,Business,89185.40877986727,33595.966254836545,Auto,627.4353166468044,Good,42.0,0.4105196623164242,2016-02-14,0
C00169,49.0,Female,West,PhD,Self-Employed,55321.56058373545,5564.571625024457,Auto,579.4318242042708,Good,40.0,0.3793122870735246,2022-10-13,0
C00170,56.0,Male,West,PhD,Self-Employed,52482.96500477821,27227.10498985391,Personal,548.1038144466168,Good,47.0,0.6613953989210037,2017-07-09,1
C00171,66.0,Female,South,High School,Unemployed,47543.155094215705,26469.899448872995,Business,795.8247736861081,Good,,0.5407553274004246,2017-03-07,0
C00172,69.0,Female,West,Bachelor,Business,53740.86463973911,15849.293917122566,Education,616.1264272733043,Good,38.0,0.5014715056468951,2021-08-10,0
C00173,49.0,Female,West,High School,Salaried,46620.66095316553,31926.775277414934,Auto,823.3477690067186,Good,54.0,0.18563417846304747,2021-11-18,0
C00174,21.0,Male,East,PhD,Salaried,61119.902178331045,24144.454503321856,Personal,575.3949650826067,Good,46.0,0.6723671809499402,2018-10-26,0
C00175,47.0,Female,North,Bachelor,Unemployed,84659.90882622836,33731.15841866487,Business,521.8590075025252,Good,48.0,0.7165754808551619,2020-02-25,0
C00176,54.0,Female,South,High School,Salaried,82083.9705874259,7323.798102974575,Personal,746.8467289196243,Good,40.0,0.26676854701903263,2016-03-19,0
C00177,40.0,Male,South,High School,Self-Employed,44032.73138641217,12859.4467669272,Education,595.5007525804813,Good,43.0,0.745749566917228,2015-12-12,0
C00178,56.0,Male,North,Bachelor,Business,68795.24284538781,20937.235463267378,Personal,660.4149348649114,Fair,36.0,0.847484934322122,2019-09-12,0
C00179,62.0,Female,South,PhD,Self-Employed,81153.77723390312,31725.905330973146,Home,548.3274886240338,Good,32.0,0.2484302028305547,2016-08-19,1
C00180,32.0,Male,North,Bachelor,Business,41505.29229162739,24547.994556738035,Home,647.1415143552467,Good,37.0,0.48423542898809446,2018-11-29,0
C00181,60.0,Male,South,Master,Business,68535.42431427506,10516.620184924988,Auto,547.128044760718,Fair,57.0,0.8447574052140744,2019-06-30,0
C00182,46.0,Male,West,Bachelor,Self-Employed,95341.14635491194,37763.423118757484,Personal,644.4569451716777,Poor,35.0,0.514203335494808,2018-03-05,0
C00183,53.0,Female,North,High School,Business,58877.74837376403,17052.928218863486,Personal,614.455059538364,Good,63.0,0.7929656498102039,2016-01-08,1
C00184,30.0,Female,East,nan,Self-Employed,15000.0,10836.654937409656,Auto,667.2700797789578,Good,46.0,0.28338996476481654,2015-11-18,0
C00185,49.0,Female,East,High School,Salaried,15000.0,12249.026062046174,Auto,696.9268528331609,Fair,41.0,0.15434155509877104,2021-03-23,0
C00186,24.0,Male,North,PhD,Self-Employed,72770.31840124888,6677.594545551779,Business,668.0809999399415,Good,35.0,0.1505468213286034,2019-10-06,0
